Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
9;dom 13/03/16;12:00;;São Paulo;;Palmeiras;?;Edgardo Bauza;13.852;0:2;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;qua 16/03/16;19:30;;Trujillanos;;São Paulo;4-2-3-1;Edgardo Bauza;18.000;1:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
10;dom 20/03/16;17:00;;Ituano;;São Paulo;?;Edgardo Bauza;7.885;1:1;;;Leco (2015-2020)
11;qua 23/03/16;22:45;;São Paulo;;Botafogo-SP;?;Edgardo Bauza;3.118;1:0;;;Leco (2015-2020)
12;dom 27/03/16;18:30;;Santos;;São Paulo;?;Edgardo Bauza;6.239;1:1;;;Leco (2015-2020)
13;qua 30/03/16;19:30;;Linense;;São Paulo;?;Edgardo Bauza;10.510;1:1;;;Leco (2015-2020)
14;sáb 02/04/16;18:30;;São Paulo;;Oeste;?;Edgardo Bauza;10.052;2:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;ter 05/04/16;21:45;;São Paulo;;Trujillanos;4-2-3-1;Edgardo Bauza;18.561;6:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
15;dom 10/04/16;16:00;;São Bento;;São Paulo;?;Edgardo Bauza;7.681;1:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;qua 13/04/16;21:45;;São Paulo;;River Plate;4-2-3-1;Edgardo Bauza;51.342;2:1;;;Leco (2015-2020)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
quartas de final;dom 17/04/16;18:30;;GO Audax;;São Paulo;?;Edgardo Bauza;7.920;4:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;qui 21/04/16;21:45;;The Strongest;;São Paulo;4-1-4-1;Edgardo Bauza;20.000;1:1;;;Leco (2015-2020)
Oitavas de final - Jogos de ida;qui 28/04/16;21:45;;São Paulo;;Toluca;4-2-3-1;Edgardo Bauza;51.342;4:0;;;Leco (2015-2020)
Oitavas de final - Jogos de volta;qua 04/05/16;19:15;;Toluca;;São Paulo;4-2-3-1;Edgardo Bauza;10.000;3:1;;;Leco (2015-2020)
Quartas de final - Jogos de ida;qua 11/05/16;21:45;;São Paulo;;Atlético-MG;4-2-3-1;Edgardo Bauza;61.297;1:0;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
1;dom 15/05/16;11:00;;Botafogo (5.);;São Paulo (10.);4-2-3-1;Edgardo Bauza;5.465;0:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
quartas de final - Jogos de volta;qua 18/05/16;21:45;;Atlético-MG;;São Paulo;4-2-3-1;Edgardo Bauza;21.337;2:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
2;dom 22/05/16;16:00;;São Paulo (7.);;Internacional (12.);4-2-3-1;Edgardo Bauza;19.509;1:2;;;Leco (2015-2020)
3;qua 25/05/16;21:45;;Coritiba (9.);;São Paulo (11.);4-2-3-1;Edgardo Bauza;10.830;1:1;;;Leco (2015-2020)
4;dom 29/05/16;16:00;;São Paulo (11.);;Palmeiras (4.);4-2-3-1;Edgardo Bauza;21.016;1:0;;;Leco (2015-2020)
5;qua 01/06/16;21:45;;Figueirense (17.);;São Paulo (6.);4-2-3-1;Edgardo Bauza;5.834;1:0;;;Leco (2015-2020)
6;dom 05/06/16;18:30;;Cruzeiro (14.);;São Paulo (9.);4-2-3-1;Edgardo Bauza;18.905;0:1;;;Leco (2015-2020)
7;sáb 11/06/16;21:00;;São Paulo (7.);;Atlético-PR (14.);4-4-2 duplo 6;Edgardo Bauza;12.389;1:2;;;Leco (2015-2020)
8;qua 15/06/16;19:30;;São Paulo (9.);;Vitória (13.);4-4-2 duplo 6;Edgardo Bauza;9.213;2:0;;;Leco (2015-2020)
9;dom 19/06/16;16:00;;Flamengo (7.);;São Paulo (6.);4-3-1-2;Edgardo Bauza;27.233;2:2;;;Leco (2015-2020)
10;qui 23/06/16;21:00;;São Paulo (6.);;Sport (17.);4-2-3-1;Edgardo Bauza;11.145;0:0;;;Leco (2015-2020)
11;dom 26/06/16;16:00;;Santos (5.);;São Paulo (8.);4-4-2 duplo 6;Edgardo Bauza;19.748;3:0;;;Leco (2015-2020)
12;qua 29/06/16;21:45;;São Paulo (11.);;Fluminense (9.);4-2-3-1;Edgardo Bauza;10.323;2:1;;;Leco (2015-2020)
13;dom 03/07/16;16:00;;Ponte Preta (11.);;São Paulo (9.);?;Edgardo Bauza;5.551;1:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Semifinais - Jogos de ida;qua 06/07/16;21:45;;São Paulo;;Atl. Nacional;4-2-3-1;Edgardo Bauza;61.766;0:2;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
14;dom 10/07/16;16:00;;São Paulo (10.);;América-MG (20.);4-2-3-1;Edgardo Bauza;8.198;3:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
semifinais - Jogos de volta;qua 13/07/16;21:45;;Atl. Nacional;;São Paulo;4-4-2 duplo 6;Edgardo Bauza;44.739;2:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
15;dom 17/07/16;16:00;;Corinthians (2.);;São Paulo (8.);?;Edgardo Bauza;42.099;1:1;;;Leco (2015-2020)
16;dom 24/07/16;16:00;;Grêmio (3.);;São Paulo (9.);?;Edgardo Bauza;37.069;1:0;;;Leco (2015-2020)
17;dom 31/07/16;11:00;;São Paulo (9.);;Chapecoense (10.);4-2-3-1;Edgardo Bauza;54.996;2:2;;;Leco (2015-2020)
18;qua 03/08/16;19:30;;São Paulo (10.);;Atlético-MG (6.);?;Edgardo Bauza;15.717;1:2;;;Leco (2015-2020)
19;dom 07/08/16;16:15;;Santa Cruz (17.);;São Paulo (11.);?;André Jardine;12.705;1:2;;;Leco (2015-2020)
20;dom 14/08/16;16:15;;São Paulo (10.);;Botafogo (13.);?;André Jardine;14.399;0:1;;;Leco (2015-2020)
21;dom 21/08/16;19:00;;Internacional (15.);;São Paulo (12.);?;Ricardo Gomes;23.079;1:1;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Oitavas de final - Jogos de ida;qua 24/08/16;20:45;;São Paulo;;Juventude;?;Ricardo Gomes;;1:2;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
22;dom 28/08/16;19:30;;São Paulo (12.);;Coritiba (14.);4-2-3-1;Ricardo Gomes;7.836;0:0;;;Leco (2015-2020)
23;qua 07/09/16;22:45;;Palmeiras (1.);;São Paulo (12.);4-3-3 defensivo;Ricardo Gomes;39.944;2:1;;;Leco (2015-2020)
24;dom 11/09/16;12:00;;São Paulo (14.);;Figueirense (17.);?;Ricardo Gomes;27.365;3:1;;;Leco (2015-2020)
25;qui 15/09/16;22:00;;São Paulo (12.);;Cruzeiro (15.);?;Ricardo Gomes;15.566;1:0;;;Leco (2015-2020)
26;dom 18/09/16;17:00;;Atlético-PR (10.);;São Paulo (12.);4-2-3-1;Ricardo Gomes;15.216;1:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Oitavas de final - Jogos de volta;sex 23/09/16;18:30;;Juventude;;São Paulo;?;Ricardo Gomes;;0:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
27;dom 25/09/16;17:00;;Vitória (16.);;São Paulo (12.);4-2-3-1;Ricardo Gomes;5.651;2:0;;;Leco (2015-2020)
28;sáb 01/10/16;17:00;;São Paulo (12.);;Flamengo (2.);4-2-3-1;Ricardo Gomes;29.813;0:0;;;Leco (2015-2020)
29;qua 05/10/16;22:45;;Sport (15.);;São Paulo (14.);4-2-3-1;Ricardo Gomes;10.301;1:1;;;Leco (2015-2020)
30;qua 12/10/16;22:00;;São Paulo (13.);;Santos (4.);4-2-3-1;Ricardo Gomes;29.314;0:1;;;Leco (2015-2020)
31;seg 17/10/16;22:00;;Fluminense (6.);;São Paulo (14.);4-2-3-1;Ricardo Gomes;6.664;1:2;;;Leco (2015-2020)
32;sáb 22/10/16;19:00;;São Paulo (12.);;Ponte Preta (10.);4-2-3-1;Ricardo Gomes;49.673;2:0;;;Leco (2015-2020)
33;seg 31/10/16;20:00;;América-MG (19.);;São Paulo (11.);4-2-3-1;Ricardo Gomes;5.014;1:0;;;Leco (2015-2020)
34;sáb 05/11/16;19:30;;São Paulo (12.);;Corinthians (7.);4-2-3-1;Ricardo Gomes;53.781;4:0;;;Leco (2015-2020)
35;qui 17/11/16;19:30;;São Paulo (11.);;Grêmio (8.);4-2-3-1;Ricardo Gomes;21.933;1:1;;;Leco (2015-2020)
36;dom 20/11/16;19:30;;Chapecoense (10.);;São Paulo (12.);4-2-3-1;Ricardo Gomes;8.163;2:0;;;Leco (2015-2020)
37;dom 27/11/16;17:00;;Atlético-MG (4.);;São Paulo (14.);4-2-3-1;Pintado;8.901;1:2;;;Leco (2015-2020)
38;dom 11/12/16;17:00;;São Paulo (11.);;Santa Cruz (19.);4-2-3-1;Pintado;17.659;5:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
1;dom 05/02/17;19:00;;GO Audax;;São Paulo;?;Rogério Ceni;;4:2;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
1ª eliminatória;qui 09/02/17;22:30;;Moto Club;;São Paulo;?;Rogério Ceni;21.402;0:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
2;dom 12/02/17;19:00;;São Paulo;;Ponte Preta;?;Rogério Ceni;;5:2;;;Leco (2015-2020)
3;qua 15/02/17;23:45;;Santos;;São Paulo;?;Rogério Ceni;;1:3;;;Leco (2015-2020)
4;sáb 18/02/17;20:30;;São Paulo;;Mirassol;?;Rogério Ceni;;2:2;;;Leco (2015-2020)
5;ter 21/02/17;21:30;;São Paulo;;São Bento;?;Rogério Ceni;;3:2;;;Leco (2015-2020)
6;sáb 25/02/17;20:30;;Novorizontino;;São Paulo;?;Rogério Ceni;;2:2;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
2ª eliminatória;qua 01/03/17;19:30;;PSTC-PR;;São Paulo;?;Rogério Ceni;14.604;2:4;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
7;dom 05/03/17;17:00;;São Paulo;;Santo André;?;Rogério Ceni;;4:1;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
3ª eliminatória - jogos de ida;qua 08/03/17;19:30;;São Paulo;;ABC;?;Rogério Ceni;15.101;3:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
8;sáb 11/03/17;17:00;;Palmeiras;;São Paulo;?;Rogério Ceni;;3:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
3ª eliminatória - jogos de volta;qua 15/03/17;19:30;;ABC;;São Paulo;?;Rogério Ceni;14.746;1:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
9;sáb 18/03/17;17:00;;São Paulo;;Ituano;?;Rogério Ceni;;1:1;;;Leco (2015-2020)
10;qua 22/03/17;22:45;;Botafogo-SP;;São Paulo;?;Rogério Ceni;;1:1;;;Leco (2015-2020)
11;dom 26/03/17;16:00;;São Paulo;;Corinthians;?;Rogério Ceni;;1:1;;;Leco (2015-2020)
12;qua 29/03/17;21:45;;São Bernardo;;São Paulo;?;Rogério Ceni;;0:1;;;Leco (2015-2020)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
Quartas de final - Jogos de ida;dom 02/04/17;16:00;;Linense;;São Paulo;?;Rogério Ceni;;0:2;;;Leco (2015-2020)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Leco (2015-2020)
1ª eliminatória - jogos de ida;qua 05/04/17;19:15;;Def y Justicia;;São Paulo;3-4-1-2;Rogério Ceni;;0:0;;;Leco (2015-2020)
