Competicao;Mandante;Visitante;Resultado;Gestao;Gols_Pro;Gols_Contra;Status_Jogo
Campeonato Brasileiro Série A;São Paulo;Botafogo;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Copa do Brasil;CRB;São Paulo;2:1;Carlos Miguel Aidar (2014-2015);1;2;Derrota
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Coritiba;2:2;Carlos Miguel Aidar (2014-2015);2;2;Empate
Copa do Brasil;São Paulo;CRB;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Corinthians;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Campeonato Brasileiro Série A;Flamengo;São Paulo;0:2;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Brasileiro Série A;Fluminense;São Paulo;5:2;Carlos Miguel Aidar (2014-2015);2;5;Derrota
Campeonato Brasileiro Série A;São Paulo;Grêmio;1:0;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;2:2;Carlos Miguel Aidar (2014-2015);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;2:1;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Campeonato Brasileiro Série A;Bahia;São Paulo;0:2;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Chapecoense;0:1;Carlos Miguel Aidar (2014-2015);0;1;Derrota
Campeonato Brasileiro Série A;Goiás;São Paulo;2:1;Carlos Miguel Aidar (2014-2015);1;2;Derrota
Copa do Brasil;Bragantino;São Paulo;1:2;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Criciúma;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Vitória;3:1;Carlos Miguel Aidar (2014-2015);3;1;Vitória
Copa do Brasil;São Paulo;Bragantino;1:3;Carlos Miguel Aidar (2014-2015);1;3;Derrota
Campeonato Brasileiro Série A;Palmeiras;São Paulo;1:2;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;0:1;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Santos;2:1;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Copa Sul-Americana;Criciúma;São Paulo;2:1;Carlos Miguel Aidar (2014-2015);1;2;Derrota
Campeonato Brasileiro Série A;Figueirense;São Paulo;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Copa Sul-Americana;São Paulo;Criciúma;2:0;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Sport;2:0;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;2:4;Carlos Miguel Aidar (2014-2015);4;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;2:0;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Brasileiro Série A;Coritiba;São Paulo;3:1;Carlos Miguel Aidar (2014-2015);1;3;Derrota
Campeonato Brasileiro Série A;Corinthians;São Paulo;3:2;Carlos Miguel Aidar (2014-2015);2;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Flamengo;2:2;Carlos Miguel Aidar (2014-2015);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Fluminense;1:3;Carlos Miguel Aidar (2014-2015);1;3;Derrota
Copa Sul-Americana;São Paulo;Huachipato;1:0;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;0:1;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;1:0;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;1:0;Carlos Miguel Aidar (2014-2015);0;1;Derrota
Copa Sul-Americana;Huachipato;São Paulo;2:3;Carlos Miguel Aidar (2014-2015);3;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Bahia;2:1;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Campeonato Brasileiro Série A;Chapecoense;São Paulo;0:0;Carlos Miguel Aidar (2014-2015);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Goiás;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Copa Sul-Americana;São Paulo;CS Emelec;4:2;Carlos Miguel Aidar (2014-2015);4;2;Vitória
Campeonato Brasileiro Série A;Criciúma;São Paulo;1:2;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Copa Sul-Americana;CS Emelec;São Paulo;3:2;Carlos Miguel Aidar (2014-2015);2;3;Derrota
Campeonato Brasileiro Série A;Vitória;São Paulo;1:2;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Internacional;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Palmeiras;2:0;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Copa Sul-Americana;Atl. Nacional;São Paulo;1:0;Carlos Miguel Aidar (2014-2015);0;1;Derrota
Campeonato Brasileiro Série A;Santos;São Paulo;0:1;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Figueirense;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Campeonato Brasileiro Série A;Sport;São Paulo;1:0;Carlos Miguel Aidar (2014-2015);0;1;Derrota
Campeonato Paulista;Penapolense;São Paulo;1:3;Carlos Miguel Aidar (2014-2015);3;1;Vitória
Campeonato Paulista;São Paulo;Capivariano;4:2;Carlos Miguel Aidar (2014-2015);4;2;Vitória
Campeonato Paulista;São Paulo;XV Piracicaba;2:0;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Paulista;Santos;São Paulo;0:0;Carlos Miguel Aidar (2014-2015);0;0;Empate
Campeonato Paulista;Bragantino;São Paulo;0:5;Carlos Miguel Aidar (2014-2015);5;0;Vitória
Copa Libertadores;Corinthians;São Paulo;2:0;Carlos Miguel Aidar (2014-2015);0;2;Derrota
Campeonato Paulista;São Paulo;GO Audax;4:0;Carlos Miguel Aidar (2014-2015);4;0;Vitória
Copa Libertadores;São Paulo;Danubio FC;4:0;Carlos Miguel Aidar (2014-2015);4;0;Vitória
Campeonato Paulista;Rio Claro;São Paulo;0:0;Carlos Miguel Aidar (2014-2015);0;0;Empate
Campeonato Paulista;São Paulo;Corinthians;0:1;Carlos Miguel Aidar (2014-2015);0;1;Derrota
Campeonato Paulista;São Paulo;São Bento;1:0;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Paulista;Ponte Preta;São Paulo;1:2;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Copa Libertadores;São Paulo;San Lorenzo;1:0;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Paulista;São Paulo;Marília;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Campeonato Paulista;Palmeiras;São Paulo;3:0;Carlos Miguel Aidar (2014-2015);0;3;Derrota
Campeonato Paulista;São Paulo;Linense;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Copa Libertadores;San Lorenzo;São Paulo;1:0;Carlos Miguel Aidar (2014-2015);0;1;Derrota
Campeonato Paulista;Botafogo-SP;São Paulo;2:0;Carlos Miguel Aidar (2014-2015);0;2;Derrota
Campeonato Paulista;São Paulo;Portuguesa;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;RB Brasil;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Copa Libertadores;Danubio FC;São Paulo;1:2;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Campeonato Paulista - Série A1 - Fase final;Santos;São Paulo;2:1;Carlos Miguel Aidar (2014-2015);1;2;Derrota
Copa Libertadores;São Paulo;Corinthians;2:0;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Copa Libertadores;São Paulo;Cruzeiro;1:0;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Flamengo;2:1;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Campeonato Brasileiro Série A;Ponte Preta;São Paulo;1:0;Carlos Miguel Aidar (2014-2015);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Joinville;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;0:0;Carlos Miguel Aidar (2014-2015);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Santos;3:2;Carlos Miguel Aidar (2014-2015);3;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Grêmio;2:0;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Brasileiro Série A;Chapecoense;São Paulo;0:1;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Avaí;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Campeonato Brasileiro Série A;Palmeiras;São Paulo;4:0;Carlos Miguel Aidar (2014-2015);0;4;Derrota
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;2:1;Carlos Miguel Aidar (2014-2015);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Fluminense;0:0;Carlos Miguel Aidar (2014-2015);0;0;Empate
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;0:4;Carlos Miguel Aidar (2014-2015);4;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Coritiba;3:1;Carlos Miguel Aidar (2014-2015);3;1;Vitória
Campeonato Brasileiro Série A;Sport;São Paulo;2:0;Carlos Miguel Aidar (2014-2015);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;1:0;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;3:1;Carlos Miguel Aidar (2014-2015);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Corinthians;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Campeonato Brasileiro Série A;Figueirense;São Paulo;0:2;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Goiás;0:3;Carlos Miguel Aidar (2014-2015);0;3;Derrota
Copa do Brasil;São Paulo;Ceará;1:2;Carlos Miguel Aidar (2014-2015);1;2;Derrota
Campeonato Brasileiro Série A;Flamengo;São Paulo;2:1;Carlos Miguel Aidar (2014-2015);1;2;Derrota
Copa do Brasil;Ceará;São Paulo;0:3;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Ponte Preta;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Campeonato Brasileiro Série A;Joinville;São Paulo;0:0;Carlos Miguel Aidar (2014-2015);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Internacional;2:0;Carlos Miguel Aidar (2014-2015);2;0;Vitória
Campeonato Brasileiro Série A;Santos;São Paulo;3:0;Carlos Miguel Aidar (2014-2015);0;3;Derrota
Campeonato Brasileiro Série A;Grêmio;São Paulo;1:2;Carlos Miguel Aidar (2014-2015);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Chapecoense;0:0;Carlos Miguel Aidar (2014-2015);0;0;Empate
Campeonato Brasileiro Série A;Avaí;São Paulo;2:1;Carlos Miguel Aidar (2014-2015);1;2;Derrota
Copa do Brasil;São Paulo;Vasco da Gama;3:0;Carlos Miguel Aidar (2014-2015);3;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Copa do Brasil;Vasco da Gama;São Paulo;1:1;Carlos Miguel Aidar (2014-2015);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;1:0;Carlos Miguel Aidar (2014-2015);1;0;Vitória
Campeonato Brasileiro Série A;Bragantino;São Paulo;4:2;Julio Casares (2021-Presente);2;4;Derrota
Campeonato Brasileiro Série A;São Paulo;Santos;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Athletico-PR;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Internacional;1:5;Julio Casares (2021-Presente);1;5;Derrota
Campeonato Brasileiro Série A;São Paulo;Coritiba;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Atlético-GO;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Ceará;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Grêmio;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Botafogo;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Flamengo;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Paulista;São Paulo;Botafogo-SP;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Paulista;Inter Limeira;São Paulo;0:4;Julio Casares (2021-Presente);4;0;Vitória
Campeonato Paulista;São Paulo;Santos;4:0;Julio Casares (2021-Presente);4;0;Vitória
Campeonato Paulista;Novorizontino;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Paulista;São Paulo;São Caetano;5:1;Julio Casares (2021-Presente);5;1;Vitória
Campeonato Paulista;São Paulo;Bragantino;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Paulista;São Paulo;Guarani;3:2;Julio Casares (2021-Presente);3;2;Vitória
Campeonato Paulista;Palmeiras;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Copa Libertadores;Sport. Cristal;São Paulo;0:3;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Paulista;São Paulo;Santo André;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Paulista;Ituano;São Paulo;0:3;Julio Casares (2021-Presente);3;0;Vitória
Copa Libertadores;São Paulo;Rentistas;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Paulista;Corinthians;São Paulo;2:2;Julio Casares (2021-Presente);2;2;Empate
Copa Libertadores;Racing;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;Mirassol;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa Libertadores;Rentistas;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Paulista - Série A1 - Fase final;São Paulo;Ferroviária;4:2;Julio Casares (2021-Presente);4;2;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;Mirassol;4:0;Julio Casares (2021-Presente);4;0;Vitória
Copa Libertadores;São Paulo;Racing;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Paulista - Série A1 - Fase final;Palmeiras;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista - Série A1 - Fase final;São Paulo;Palmeiras;2:0;Julio Casares (2021-Presente);2;0;Vitória
Copa Libertadores;São Paulo;Sport. Cristal;3:0;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Fluminense;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa do Brasil;4 de Julho;São Paulo;3:2;Julio Casares (2021-Presente);2;3;Derrota
Campeonato Brasileiro Série A;Atlético-GO;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Copa do Brasil;São Paulo;4 de Julho;9:1;Julio Casares (2021-Presente);9;1;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Chapecoense;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Santos;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Cuiabá;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Ceará;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Corinthians;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Bragantino;1:2;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;Internacional;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Bahia;1:0;Julio Casares (2021-Presente);1;0;Vitória
Copa Libertadores;São Paulo;Racing;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Fortaleza;0:1;Julio Casares (2021-Presente);0;1;Derrota
Copa Libertadores;Racing;São Paulo;1:3;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Brasileiro Série A;Flamengo;São Paulo;5:1;Julio Casares (2021-Presente);1;5;Derrota
Copa do Brasil;São Paulo;Vasco da Gama;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa do Brasil;Vasco da Gama;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;Athletico-PR;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Copa Libertadores;São Paulo;Palmeiras;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Grêmio;2:1;Julio Casares (2021-Presente);2;1;Vitória
Copa Libertadores;Palmeiras;São Paulo;3:0;Julio Casares (2021-Presente);0;3;Derrota
Campeonato Brasileiro Série A;Sport;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Copa do Brasil;São Paulo;Fortaleza;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Juventude;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Fluminense;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Copa do Brasil;Fortaleza;São Paulo;3:1;Julio Casares (2021-Presente);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-GO;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;América-MG;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Chapecoense;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Santos;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Cuiabá;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Ceará;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Corinthians;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Bragantino;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Internacional;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Bahia;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Fortaleza;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Flamengo;0:4;Julio Casares (2021-Presente);0;4;Derrota
Campeonato Brasileiro Série A;Palmeiras;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Athletico-PR;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Sport;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;3:0;Julio Casares (2021-Presente);0;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Juventude;3:1;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Brasileiro Série A;América-MG;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Paulista;Guarani;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Paulista;São Paulo;Ituano;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;Bragantino;São Paulo;4:3;Julio Casares (2021-Presente);3;4;Derrota
Campeonato Paulista;São Paulo;Santo André;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Paulista;Ponte Preta;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Paulista;São Paulo;Inter Limeira;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;Santos;São Paulo;0:3;Julio Casares (2021-Presente);3;0;Vitória
Copa do Brasil;Campinense;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;Água Santa;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Paulista;São Paulo;Corinthians;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Paulista;São Paulo;Palmeiras;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Paulista;Mirassol;São Paulo;0:3;Julio Casares (2021-Presente);3;0;Vitória
Copa do Brasil;São Paulo;Manaus;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Paulista;São Paulo;Botafogo-SP;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;São Bernardo;4:1;Julio Casares (2021-Presente);4;1;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;Corinthians;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;Palmeiras;3:1;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Paulista - Série A1 - Fase final;Palmeiras;São Paulo;4:0;Julio Casares (2021-Presente);0;4;Derrota
Copa Sul-Americana;Ayacucho FC;São Paulo;2:3;Julio Casares (2021-Presente);3;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Athletico-PR;4:0;Julio Casares (2021-Presente);4;0;Vitória
Copa Sul-Americana;São Paulo;Everton;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Flamengo;São Paulo;3:1;Julio Casares (2021-Presente);1;3;Derrota
Copa do Brasil;Juventude;São Paulo;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Bragantino;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa Sul-Americana;Wilstermann;São Paulo;1:3;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Santos;2:1;Julio Casares (2021-Presente);2;1;Vitória
Copa Sul-Americana;Everton;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Fortaleza;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa do Brasil;São Paulo;Juventude;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Cuiabá;2:1;Julio Casares (2021-Presente);2;1;Vitória
Copa Sul-Americana;São Paulo;Wilstermann;3:0;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Brasileiro Série A;Corinthians;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa Sul-Americana;São Paulo;Ayacucho FC;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Ceará;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Avaí;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Coritiba;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;América-MG;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Palmeiras;1:2;Julio Casares (2021-Presente);1;2;Derrota
Copa do Brasil;São Paulo;Palmeiras;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Juventude;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa Sul-Americana;Univ. Católica;São Paulo;2:4;Julio Casares (2021-Presente);4;2;Vitória
Campeonato Brasileiro Série A;Atlético-GO;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Copa Sul-Americana;São Paulo;Univ. Católica;4:1;Julio Casares (2021-Presente);4;1;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Fluminense;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Internacional;São Paulo;3:3;Julio Casares (2021-Presente);3;3;Empate
Campeonato Brasileiro Série A;São Paulo;Goiás;3:3;Julio Casares (2021-Presente);3;3;Empate
Copa do Brasil;São Paulo;América-MG;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Athletico-PR;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Copa Sul-Americana;São Paulo;Ceará;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Flamengo;0:2;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Bragantino;3:0;Julio Casares (2021-Presente);3;0;Vitória
Copa do Brasil;América-MG;São Paulo;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Santos;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Copa do Brasil;São Paulo;Flamengo;1:3;Julio Casares (2021-Presente);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Fortaleza;0:1;Julio Casares (2021-Presente);0;1;Derrota
Copa Sul-Americana;Atlético-GO;São Paulo;3:1;Julio Casares (2021-Presente);1;3;Derrota
Campeonato Brasileiro Série A;Cuiabá;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Corinthians;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa do Brasil;Flamengo;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Ceará;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Avaí;4:0;Julio Casares (2021-Presente);4;0;Vitória
Copa Sul-Americana;São Paulo;Independiente;0:2;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;América-MG;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Palmeiras;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Coritiba;3:1;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Brasileiro Série A;Juventude;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-GO;2:1;Julio Casares (2021-Presente);2;1;Vitória
